tran_no,line_no,tran_date,fb_id,tran_currency,supp_code,Supplier Name,comments,expense_category,expense,usage,cost_center,Cost Center Desc,analysis_code,Analysis Desc,subanalysis_code,Sub Analsysi Desc,remarks,destn_fbid,destn_usage,UniqueId,,,
AEXP-000735-2018,1,26/02/2018,L017-NJEP,AUD,AS000682,EMERGE ENGINEERING & MAINTENANCE,ATT: SAM HARDY,DIRECTOPSSPEND -COMM,TUG 3 MAJOR SERVICE 9 FEB 18,DIR REPAIRS & MAINT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1403,,,
AEXP-000736-2018,1,26/02/2018,L018-NJSP,AUD,AS000134,ANSTAT PTY LTD,Attn Neil Sutcliffe,OVERHDS HIGH- SAFETY,SH & E Monitor 1/2/18 to 31/1/19,IND SUBSCRIP,AU-999,Australia Default Location,DA204,OHS,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1404,,,
AEXP-000737-2018,1,26/02/2018,L018-NJSP,AUD,AS000088,AIR CONNECTION PTY LTD,Attn Jeff Bishop,OVERHDS HIGH -TECH,Maint. to ATLAS COPCO air compressor,DIR MECHANICAL MAINT,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1405,,,
AEXP-000738-2018,1,26/02/2018,L008-JSPL,AUD,AS001746,PERTH AIRPORT,ATTN KEN MILLAR DEC 2018 LANDINGS PER,OVERHDS HIGH -TECH,VH-XNF,RECHARGES CLEARING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1406,,,
AEXP-000738-2018,2,26/02/2018,L008-JSPL,AUD,AS001746,PERTH AIRPORT,ATTN KEN MILLAR DEC 2018 LANDINGS PER,OVERHDS HIGH -TECH,VH-XNC,RECHARGES CLEARING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1407,,,
AEXP-000738-2018,3,26/02/2018,L008-JSPL,AUD,AS001746,PERTH AIRPORT,ATTN KEN MILLAR DEC 2018 LANDINGS PER,OVERHDS HIGH -TECH,VH-ZZB,RECHARGES CLEARING,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1408,,,
AEXP-000739-2018,1,26/02/2018,L026-SAPL,AUD,AS000144,AUSTRALIAN ASSOCIATION FOR UNMANNED SYSTEMS,Attn Peter Baldassari,OVERHDS HIGH-SPL MIS,Dinner Sponsor Aust. Skies conference,DIR ENT OTHER,AU-ADL,Adelaide - Location,CA101,SAPL,ST013,ST-Development,NULL,NULL,NULL,1409,,,
AEXP-000740-2018,1,26/02/2018,L018-NJSP,AUD,AS000146,ASSETLINK SERVICES PTY LTD,Attn Jeff Bishop,OVERHDS HIGH -TECH,Hygiene Service - Feb 18,DIR CLEANING,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1410,,,
AEXP-000741-2018,1,26/02/2018,L018-NJSP,AUD,AS000146,ASSETLINK SERVICES PTY LTD,Attn Ken Dolan,OVERHDS HIGH -TECH,Cleaning Hangars & HQ - Feb 18,DIR CLEANING,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1411,,,
AEXP-000742-2018,1,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO25-CSAR,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1412,,,
AEXP-000742-2018,2,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO25-CSAR,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA102,AMSA,ST320,ST-Observer Management,NULL,NULL,NULL,1413,,,
AEXP-000742-2018,3,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO26-SAPL,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1414,,,
AEXP-000742-2018,4,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO26-SAPL,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,1415,,,
AEXP-000742-2018,5,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO26-SAPL,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA101,SAPL,ST002,ST-Business Unit GM/VP,NULL,NULL,NULL,1416,,,
AEXP-000742-2018,6,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO26-SAPL,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA101,SAPL,ST300,ST-Pilot Management,NULL,NULL,NULL,1417,,,
AEXP-000742-2018,7,26/02/2018,L008-JSPL,AUD,AS000390,CABCHARGE AUSTRALIA LIMITED,ATTN KEN MILLAR TAXIS 4-31/12/17,OVERHDS HIGH-SPL MIS,TAXIS 4-31/12/17 LO26-SAPL,DIR OH TRAVEL - TAXI,AU-ADL,Adelaide - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,1418,,,
AEXP-000743-2018,1,26/02/2018,L017-NJEP,AUD,AS000169,ALPHA FLIGHT SERVICES PTY LTD,Attn Sam Hardy,OVERHDS HIGH-COMM,ADL Freighter catering WE 4/2/18,CATERING DIRECT,AU-ADL,Adelaide - Location,CA301,Qantas Freight,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1419,,,
AEXP-000743-2018,2,26/02/2018,L017-NJEP,AUD,AS000169,ALPHA FLIGHT SERVICES PTY LTD,Attn Sam Hardy,OVERHDS HIGH-COMM,ADL Freighter catering WE 4/2/18,CATERING DIRECT,AU-ADL,Adelaide - Location,CA301,Qantas Freight,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1420,,,
AEXP-000744-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATT ANGELA CATLETT FINE FEB 2018,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1421,,,
AEXP-000745-2018,1,26/02/2018,L017-NJEP,AUD,AS000169,ALPHA FLIGHT SERVICES PTY LTD,Attn Sam Hardy,OVERHDS HIGH-COMM,ADL Freighter catering WE 4 Feb-18,CATERING DIRECT,AU-ADL,Adelaide - Location,CA301,Qantas Freight,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1422,,,
AEXP-000746-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATT ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-ADL,Adelaide - Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1423,,,
AEXP-000747-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATTN ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1424,,,
AEXP-000748-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,NULL,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-ADL,Adelaide - Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1425,,,
AEXP-000749-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATT: ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1426,,,
AEXP-000750-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATT ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1427,,,
AEXP-000751-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATTN ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1428,,,
AEXP-000752-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATTN ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1429,,,
AEXP-000753-2018,1,26/02/2018,L018-NJSP,AUD,AS000629,EMA CONSULTING,ATT: ANGELA CATLETT,OVERHEADS HIGH - HR,PROFESSIONAL FEES,DIR CONSULTANCY,AU-ADL,Adelaide - Location,CA201,Qantaslink 717,ST001,ST-Administration,NULL,NULL,NULL,1430,,,
AEXP-000754-2018,1,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO25-CSAR - AMAD-001-698006,DIR OH WORKERS COMP,AU-ADL,Adelaide - Location,CA102,AMSA,ST001,ST-Administration,NULL,NULL,NULL,1431,,,
AEXP-000754-2018,2,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP - CBAD-001-698006,DIR OH WORKERS COMP,AU-ADL,Adelaide - Location,CA201,Qantaslink 717,ST001,ST-Administration,NULL,NULL,NULL,1432,,,
AEXP-000754-2018,3,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP - CBAD-001-698806,DIR OH WORKERS COMP,AU-ADL,Adelaide - Location,CA201,Qantaslink 717,ST001,ST-Administration,NULL,NULL,NULL,1433,,,
AEXP-000754-2018,4,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP- VV20-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA101,Sales & Business Development,ST001,ST-Administration,NULL,NULL,NULL,1434,,,
AEXP-000754-2018,5,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP  VV21-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA090,Projects,ST001,ST-Administration,NULL,NULL,NULL,1435,,,
AEXP-000754-2018,6,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VV22-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA001,Sector - Finance,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1436,,,
AEXP-000754-2018,7,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VV23-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA030,Human Resources,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1437,,,
AEXP-000754-2018,8,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VV24-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA050,Information Technology,ST001,ST-Administration,NULL,NULL,NULL,1438,,,
AEXP-000754-2018,9,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VV25-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA007,Sector - Management,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1439,,,
AEXP-000754-2018,10,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VV27-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA151,Commercial,ST001,ST-Administration,NULL,NULL,NULL,1440,,,
AEXP-000754-2018,11,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VVCA-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA700,CAMO,ST001,ST-Administration,NULL,NULL,NULL,1441,,,
AEXP-000754-2018,12,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VVEM-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA500,Engineering,ST001,ST-Administration,NULL,NULL,NULL,1442,,,
AEXP-000754-2018,13,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VVFO-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA400,Operations,ST001,ST-Administration,NULL,NULL,NULL,1443,,,
AEXP-000754-2018,14,26/02/2018,L008-JSPL,AUD,AS001346,RETURN TO WORK SA,ATTN MARION SCHUDDINH,OVERHEADS HIGH - HR,LO18-NJSP VVSR-001-698006,OH WORKERS COMP,AU-999,Australia Default Location,DA200,Safety & Compliance,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1444,,,
AEXP-000755-2018,1,26/02/2018,L018-NJSP,AUD,AS000629,EMA CONSULTING,ATT: ANGELA CATLETT,OVERHEADS HIGH - HR,MEGHAN KINNAIRD,LEGAL / PROFESSIONAL,AU-999,Australia Default Location,DA030,Human Resources,ST001,ST-Administration,NULL,NULL,NULL,1445,,,
AEXP-000756-2018,1,26/02/2018,L018-NJSP,AUD,AS000656,ELECTIONS AUSTRALIA PTY LTD,ATT: ANGELA CATLETT,OVERHEADS HIGH - HR,CONDUCT ONLINE BALLOT OF EMPLOYEES,DIR CONSULTANCY,AU-ADL,Adelaide - Location,CA201,Qantaslink 717,ST001,ST-Administration,NULL,NULL,NULL,1446,,,
AEXP-000757-2018,1,26/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,E prince 21JAN checked BI report to confirm,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1447,,,
AEXP-000758-2018,1,26/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,Attn Peter Winship,OVERHDS LOW-SPL MISS,Catering,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1448,,,
AEXP-000758-2018,2,26/02/2018,L026-SAPL,AUD,AS001051,M & G CATERING (CAIRNS) PTY LTD,Attn Peter Winship,OVERHDS LOW-SPL MISS,Catering,CATERING DIRECT,AU-CNS,Cairns - Location,CA101,SAPL,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1449,,,
AEXP-000759-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATTN ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1450,,,
AEXP-000760-2018,1,26/02/2018,L018-NJSP,AUD,AS001240,THE OLD WOOL STORE APARTMENT HOTEL,Driver  Roennfeldt 24JAN,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-HBA,Hobart - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1451,,,
AEXP-000761-2018,1,26/02/2018,L018-NJSP,AUD,AS001346,RETURN TO WORK SA,ATTN ANGELA CATLETT,OVERHEADS HIGH - HR,NULL,DIR PENALTIES NONDED,AU-999,Australia Default Location,ZA999,Suspense Unmapped,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1452,,,
AEXP-000762-2018,1,26/02/2018,L018-NJSP,AUD,AS001240,THE OLD WOOL STORE APARTMENT HOTEL,SCOTT DEMPSEY 26JAN,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-HBA,Hobart - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1453,,,
AEXP-000763-2018,1,26/02/2018,L026-SAPL,AUD,AS001243,OAKS BROOME,TMS108832,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,1454,,,
AEXP-000763-2018,2,26/02/2018,L026-SAPL,AUD,AS001243,OAKS BROOME,TMS108832,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,1455,,,
AEXP-000764-2018,1,26/02/2018,L026-SAPL,AUD,AS001243,OAKS BROOME,TMS108832,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,1456,,,
AEXP-000764-2018,2,26/02/2018,L026-SAPL,AUD,AS001243,OAKS BROOME,TMS108832,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,1457,,,
AEXP-000765-2018,1,26/02/2018,L026-SAPL,AUD,AS001243,OAKS BROOME,TMS108832,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST302,ST-Captains,NULL,NULL,NULL,1458,,,
AEXP-000765-2018,2,26/02/2018,L026-SAPL,AUD,AS001243,OAKS BROOME,TMS108832,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - ALLOW,AU-DRW,Darwin - Location,CA101,SAPL,ST323,ST-Observers DM,NULL,NULL,NULL,1459,,,
AEXP-000766-2018,1,26/02/2018,L018-NJSP,AUD,AS000081,AVIATION LABOUR GROUP PTY LTD,Attn Adam Beckel/ Stefan Conant,OVERHDS HIGH -TECH,Contractor S Dodge WE 18/2/18,REP HM - CONTRAC,AU-999,Australia Default Location,DA500,Engineering,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1460,,,
AEXP-000767-2018,1,26/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,PARKER G 18/01,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1461,,,
AEXP-000768-2018,1,26/02/2018,L018-NJSP,AUD,AS000668,ELECTRICAL & FIRE SERVICES P/L,ATT: MICK CASSIDY,DIRECTOPSSPEND -TECH,CONSUMABLES,DIR FIRE PROTECT,AU-DRW,Darwin - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1462,,,
AEXP-000769-2018,1,26/02/2018,L018-NJSP,AUD,AS000784,GOODWIN RECRUIT,Attn Andrew Wellington,OVERHDS HIGH - FIN,Contractor W Sims We 21/1/18,OH CONTRACT LABOUR,AU-999,Australia Default Location,DA025,Finance,ST001,ST-Administration,NULL,NULL,NULL,1463,,,
AEXP-000770-2018,1,26/02/2018,L008-JSPL,AUD,AS000668,ELECTRICAL & FIRE SERVICES P/L,ATT: MICK CASSIDY,DIRECTOPSSPEND -TECH,Fire Panel in Alarm with 73 Faults Prese,DIR FIRE PROTECT,AU-DRW,Darwin - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1464,,,
AEXP-000771-2018,1,26/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,S brandis 22jan,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1465,,,
AEXP-000772-2018,1,26/02/2018,L017-NJEP,AUD,AS001690,ULTRA SHINE AVIATION,NULL,DIRECTOPSSPEND -TECH,AIRCRAFT CLEANING,AIRCRAFT CLEAN EXT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1466,,,
AEXP-000773-2018,1,26/02/2018,L008-JSPL,AUD,AS000323,BLACKWOODS,ATTN SCOTT GOODHILL SP11547,OVERHDS HIGH -TECH,SP11547,PO GRNI AT CUTOVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1467,,,
AEXP-000774-2018,1,26/02/2018,L008-JSPL,AUD,AS000732,FIVE RINGS AEROSPACE PTY LTD,ATTN MARK WATTS PO145214,OVERHDS HIGH -TECH,PO145214,PO GRNI AT CUTOVER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1468,,,
AEXP-000775-2018,1,26/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,B barnes 22jan,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1469,,,
AEXP-000776-2018,1,26/02/2018,L018-NJSP,AUD,AS000398,DOUBLE TREE BY HILTON ALICE SPRINGS,R Vittorio 22jan,OVERHDS LOW - OPS,NULL,DIR OH ACCOM - BASER,AU-ASP,Alice Springs - Location,CA201,Qantaslink 717,ST302,ST-Captains,NULL,NULL,NULL,1470,,,
AEXP-000777-2018,1,27/02/2018,L018-NJSP,AUD,AS001125,EXXON MOBIL,21/02/18 REGIONAL ADL FUEL UPLIFTS,FUEL - FINANCE,NULL,FUEL ACCRUAL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1471,,,
AEXP-000778-2018,1,27/02/2018,L025-CSAR,AUD,AS000671,ESSENDON FIELDS,NULL,DIRECTOPSSPEND -TECH,INTERNET CHARGES FOR AMSA,DIR TELECOMS,AU-MEB,Essendon - Location,CA102,AMSA,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1472,,,
AEXP-000779-2018,1,27/02/2018,L018-NJSP,AUD,AS001647,TELSTRA CORPORATION LTD,NULL,DIRECTOPSSPEND -TECH,FIXED LINE,DIR TELECOMS,AU-ADL,Adelaide - Location,ZA003,Apportionment,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1473,,,
AEXP-000780-2018,1,27/02/2018,L025-CSAR,USD,AS002188,MTU MAINTENACE LEASE SERVICES BV,NULL,OVERHDS HIGH -TECH,ENGINE LEASE AGREEMENT NC-0716-6652,INSURANCE REC - AC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1474,,,
AEXP-000781-2018,1,27/02/2018,L018-NJSP,AUD,AS001184,NERKLE PTY LTD,ATT: ANGELA CATLETT,OVERHDS HIGH - FIN,Fees b/w 5/2 - 9/2/18 COB-AGR-96-2013,ACCRUED O'HEAD EXP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1475,,,
AEXP-000782-2018,1,27/02/2018,L025-CSAR,USD,AS002188,MTU MAINTENACE LEASE SERVICES BV,NULL,DIRECTOPSSPEND -TECH,ENGINE LEASE AGREEMENT NC-0716-6652,INSURANCE REC - AC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1476,,,
AEXP-000783-2018,1,27/02/2018,L018-NJSP,AUD,AS001184,NERKLE PTY LTD,ATT: ANGELA CATLETT,OVERHDS HIGH - FIN,Fees b/w 12/2 - 16/2 COB-AGR-96-2013,ACCRUED O'HEAD EXP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1477,,,
AEXP-000784-2018,1,27/02/2018,L008-JSPL,AUD,AS002641,EAST TO WEST DATA & ELECTRICAL SERVICES,ATT: MICK CASSIDY,DIRECTOPSSPEND -TECH,ELECTRICAL WORKS,DIR REPAIRS & MAINT,au-bme,Broome - Location,za003,Apportionment,zz999,ZZ-Default SAC code,NULL,NULL,NULL,1478,,,
AEXP-000785-2018,1,27/02/2018,L017-NJEP,AUD,AS001690,ULTRA SHINE AVIATION,ATT: MICK CASSIDY,DIRECTOPSSPEND -TECH,EXTERIOR WASH,AIRCRAFT CLEAN EXT,AU-PER,Perth - Location,CA401,Regional,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1479,,,
AEXP-000786-2018,1,27/02/2018,L018-NJSP,AUD,AS000186,ATCO STRUCTURES PTY LTD,Attn Ken Dolan,OVERHDS HIGH -TECH,FEB18 RENT PER,DIR RENT,AU-PER,Perth - Location,ZA003,Apportionment,FM999,FM-Default SAC,NULL,NULL,NULL,1480,,,
AEXP-000787-2018,1,27/02/2018,L018-NJSP,AUD,AS000065,AIRSAFE,Attn Wade Allen,OVERHDS HIGH -TECH,Dangeroes Goods Refresh - D Agalidis,IND TRAIN COURSE FEE,AU-999,Australia Default Location,DA509,Training,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1481,,,
AEXP-000788-2018,1,27/02/2018,L018-NJSP,AUD,AS002569,CLS360 PTY LTD,ATTN MARION SCHUDDINH,OVERHEADS HIGH - CEO,TRAVEL FOR QUENTIN JONES NOV 2017,STAFF AMENITIES,AU-999,Australia Default Location,DA007,Sector - Management,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1482,,,
AEXP-000789-2018,1,27/02/2018,L018-NJSP,AUD,AS000747,FREIGHT SPECIALIST,Attn Mark Watts,OVERHDS HIGH -TECH,HAZ PAL Weekly Storage,FREIGHT AND CARRIAGE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,1483,,,
AEXP-000790-2018,1,27/02/2018,L022-APAN,AUD,AS000021,DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION - PMC UNIT,ATT R SHAW- Passenger movements,OVERHDS HIGH-COMM,Passenger Movements - JAN 2018,PERMIT / FEES OTH,AU-CNS,Cairns - Location,CA351,Ok Tedi,ZZ999,ZZ-Default SAC code,NULL,NULL,NULL,1484,,,
AEXP-000791-2018,1,27/02/2018,L018-NJSP,AUD,AS000747,FREIGHT SPECIALIST,Attn Mark Watts,OVERHDS HIGH -TECH,HAZ PAL Storage to 16/2/18,FREIGHT AND CARRIAGE,AU-ADL,Adelaide - Location,ZA003,Apportionment,ST001,ST-Administration,NULL,NULL,NULL,1485,,,
