fb_id,tran_no,tran_date,supp_code,usage,remarks,cost_center,analysis_code,subanalysis_code,
SCRGEOFB,SC33TRIN/0969/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"12848 - Balachander P, Travel to  MAA-KUL , dt - 26/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0121393, dt - 25/06/2018",16L163ES,,,
SCRGEOFB,SC33TRIN/0970/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"12984 - Mohit Jain, Travel to  DEL-KUL-MNL-KUL-DEL , dt - 07/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0123783, dt - 27/06/2018",17P128ES,,,
SCRGEOFB,SC33TRIN/0970/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"12984 - Mohit Jain, Travel to  DEL-KUL-MNL-KUL-DEL , dt - 07/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0123783, dt - 27/06/2018",17P128ES,,,
SCRGEOFB,SC33TRIN/0971/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"12018 - Taresh Anand, Travel to  MNL-KUL-DEL , dt - 28/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0123564, dt - 27/06/2018",18P107BO,,,
SCRGEOFB,SC33TRIN/0972/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"8430 - Viswanathan K A, Travel to  SIN-MAA , dt - 28/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0123348, dt - 27/06/2018",18P107BO,,,
SCRGEOFB,SC33TRIN/0972/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"8430 - Viswanathan K A, Travel to  SIN-MAA , dt - 28/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0123348, dt - 27/06/2018",18P107BO,,,
SCRGEOFB,SC33TRIN/0973/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"8430 - Viswanathan K A, Travel to  MNL-SIN , dt - 27/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0123413, dt - 27/06/2018",18P107BO,,,
SCRGEOFB,SC33TRIN/0974/19,19-Jul-18,S00192,FCM_DOM_TRV_FARE,"12157 - Sashidhar Danturti, Travel to  DEL-MAA , dt - 04/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0124348, dt - 28/06/2018",17A134ES,,,
SCRGEOFB,SC33TRIN/0974/19,19-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"12157 - Sashidhar Danturti, Travel to  DEL-MAA , dt - 04/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0124348, dt - 28/06/2018",17A134ES,,,
SCRGEOFB,SC33TRIN/0975/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"11628 - Ganesh Durai M, Travel to  MAA-SIN-MAA , dt - 01/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0125471, dt - 29/06/2018",17A145BO,,,
SCRGEOFB,SC33TRIN/0975/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"11628 - Ganesh Durai M, Travel to  MAA-SIN-MAA , dt - 01/07/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0125471, dt - 29/06/2018",17A145BO,,,
SCRGEOFB,SC33TRIN/0976/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE,"12891 - Hiteshwar Marhariya, Travel to  MAA-CMB-KUL-MEL-KUL-CMB-MAA , dt - 30/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0125362, dt - 29/06/2018",16T119ES,,,
SCRGEOFB,SC33TRIN/0976/19,19-Jul-18,S00192,FCM_FOR_TRV_FARE_GST,"12891 - Hiteshwar Marhariya, Travel to  MAA-CMB-KUL-MEL-KUL-CMB-MAA , dt - 30/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0125362, dt - 29/06/2018",16T119ES,,,
SCRGEOFB,SC33TRIN/0977/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"6577 - SamuelChristopherdoss VCJ, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM111-1819-799, dt - 16/07/2018",,FT,6577,
SCRGEOFB,SC33TRIN/0977/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"6577 - SamuelChristopherdoss VCJ, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM111-1819-799, dt - 16/07/2018",14A111ES,,,
SCRGEOFB,SC33TRIN/0977/19,19-Jul-18,S02534,VKC_ADVANCE,"6577 - SamuelChristopherdoss VCJ, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM111-1819-799, dt - 16/07/2018",,FT,6577,
SCRGEOFB,SC33TRIN/0978/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"12486 - Lovely, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3522, dt - 17/07/2018",,FT,12486,
SCRGEOFB,SC33TRIN/0978/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"12486 - Lovely, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3522, dt - 17/07/2018",17A121ES,,,
SCRGEOFB,SC33TRIN/0978/19,19-Jul-18,S02534,VKC_ADVANCE,"12486 - Lovely, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3522, dt - 17/07/2018",,FT,12486,
SCRGEOFB,SC33TRIN/0979/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"12734 - Satheesh A, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3566, dt - 17/07/2018",,FT,12734,
SCRGEOFB,SC33TRIN/0979/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"12734 - Satheesh A, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3566, dt - 17/07/2018",15T114ES,,,
SCRGEOFB,SC33TRIN/0979/19,19-Jul-18,S02534,VKC_ADVANCE,"12734 - Satheesh A, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3566, dt - 17/07/2018",,FT,12734,
SCRGEOFB,SC33TRIN/0980/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"11639 - Prakadeeshwaran V, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3563, dt - 17/07/2018",,FT,11639,
SCRGEOFB,SC33TRIN/0980/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"11639 - Prakadeeshwaran V, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3563, dt - 17/07/2018",12Z119ES,,,
SCRGEOFB,SC33TRIN/0980/19,19-Jul-18,S02534,VKC_ADVANCE,"11639 - Prakadeeshwaran V, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3563, dt - 17/07/2018",,FT,11639,
SCRGEOFB,SC33TRIN/0981/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3518, dt - 17/07/2018",,FT,10867,
SCRGEOFB,SC33TRIN/0981/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3518, dt - 17/07/2018",GMS,,,
SCRGEOFB,SC33TRIN/0981/19,19-Jul-18,S02534,VKC_ADVANCE,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3518, dt - 17/07/2018",,FT,10867,
SCRGEOFB,SC33TRIN/0982/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"6188 - Amit Rai, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3517, dt - 17/07/2018",,FT,6188,
SCRGEOFB,SC33TRIN/0982/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"6188 - Amit Rai, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3517, dt - 17/07/2018",17U171ES,,,
SCRGEOFB,SC33TRIN/0982/19,19-Jul-18,S02534,VKC_ADVANCE,"6188 - Amit Rai, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3517, dt - 17/07/2018",,FT,6188,
SCRGEOFB,SC33TRIN/0983/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"12294 - Basant Kumar, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3583, dt - 18/07/2018",,FT,12294,
SCRGEOFB,SC33TRIN/0983/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"12294 - Basant Kumar, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3583, dt - 18/07/2018",17P113ES,,,
SCRGEOFB,SC33TRIN/0983/19,19-Jul-18,S02534,VKC_ADVANCE,"12294 - Basant Kumar, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3583, dt - 18/07/2018",,FT,12294,
SCRGEOFB,SC33TRIN/0984/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"11930 - Sushil Raghuwanshi, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3603, dt - 18/07/2018",,FT,11930,
SCRGEOFB,SC33TRIN/0984/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"11930 - Sushil Raghuwanshi, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3603, dt - 18/07/2018",13A107AV,,,
SCRGEOFB,SC33TRIN/0984/19,19-Jul-18,S02534,VKC_ADVANCE,"11930 - Sushil Raghuwanshi, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3603, dt - 18/07/2018",,FT,11930,
SCRGEOFB,SC33TRIN/0985/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3587, dt - 18/07/2018",,FT,3896,
SCRGEOFB,SC33TRIN/0985/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3587, dt - 18/07/2018",18X107AV,,,
SCRGEOFB,SC33TRIN/0985/19,19-Jul-18,S02534,VKC_ADVANCE,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3587, dt - 18/07/2018",,FT,3896,
SCRGEOFB,SC33TRIN/0986/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3586, dt - 18/07/2018",,FT,3896,
SCRGEOFB,SC33TRIN/0986/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3586, dt - 18/07/2018",17U126AV,,,
SCRGEOFB,SC33TRIN/0986/19,19-Jul-18,S02534,VKC_ADVANCE,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3586, dt - 18/07/2018",,FT,3896,
SCRGEOFB,SC33TRIN/0987/19,19-Jul-18,S02534,VKC_ADVANCE_GST,"11237 - Binil John, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3618, dt - 19/07/2018",,FT,11237,
SCRGEOFB,SC33TRIN/0987/19,19-Jul-18,S02534,VKC_SER_CHARGE_GST,"11237 - Binil John, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3618, dt - 19/07/2018",17U168AV,,,
SCRGEOFB,SC33TRIN/0987/19,19-Jul-18,S02534,VKC_ADVANCE,"11237 - Binil John, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - CM05-1819-3618, dt - 19/07/2018",,FT,11237,
SCRGEOFB,SC33TRIN/0993/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"10305 - Sirajudeen S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1315, dt - 06/07/2018",,FT,10305,
SCRGEOFB,SC33TRIN/0993/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"10305 - Sirajudeen S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1315, dt - 06/07/2018",15T114ES,,,
SCRGEOFB,SC33TRIN/0994/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"9377 - Sanjay Garg, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN12-1819-199-1, dt - 07/07/2018",,FT,9377,
SCRGEOFB,SC33TRIN/0994/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"9377 - Sanjay Garg, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN12-1819-199-1, dt - 07/07/2018",16L163ES,,,
SCRGEOFB,SC33TRIN/0995/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"4320 - Ravichandran R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1348, dt - 10/07/2018",,FT,4320,
SCRGEOFB,SC33TRIN/0995/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"4320 - Ravichandran R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1348, dt - 10/07/2018",16B104AV,,,
SCRGEOFB,SC33TRIN/0996/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"9294 - Srikanth B, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1399, dt - 13/07/2018",,FT,9294,
SCRGEOFB,SC33TRIN/0996/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"9294 - Srikanth B, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1399, dt - 13/07/2018",BPO,,,
SCRGEOFB,SC33TRIN/0997/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"2969 - Ranganathan J, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1397, dt - 13/07/2018",,FT,2969,
SCRGEOFB,SC33TRIN/0997/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"2969 - Ranganathan J, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1397, dt - 13/07/2018",SLSCOM,,,
SCRGEOFB,SC33TRIN/0998/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1340, dt - 09/07/2018",,FT,10867,
SCRGEOFB,SC33TRIN/0999/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1333, dt - 09/07/2018",,FT,10867,
SCRGEOFB,SC33TRIN/0999/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1333, dt - 09/07/2018",GMS,,,
SCRGEOFB,SC33TRIN/1000/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1341, dt - 09/07/2018",,FT,10867,
SCRGEOFB,SC33TRIN/1001/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1328, dt - 09/07/2018",,FT,10867,
SCRGEOFB,SC33TRIN/1001/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"10867 - Prakash R, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1328, dt - 09/07/2018",GMS,,,
SCRGEOFB,SC33TRIN/1002/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"12733 - Bharat Ram Sriraman, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1346, dt - 10/07/2018",,FT,12733,
SCRGEOFB,SC33TRIN/1002/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"12733 - Bharat Ram Sriraman, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1346, dt - 10/07/2018",17P113ES,,,
SCRGEOFB,SC33TRIN/1003/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"RT0074 - Balaji S S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1427, dt - 17/07/2018",,FT,R0074,
SCRGEOFB,SC33TRIN/1003/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"RT0074 - Balaji S S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1427, dt - 17/07/2018",18L119ES,,,
SCRGEOFB,SC33TRIN/1004/19,20-Jul-18,S02534,VKC_ADVANCE_GST,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1429, dt - 17/07/2018",,FT,3896,
SCRGEOFB,SC33TRIN/1004/19,20-Jul-18,S02534,VKC_SER_CHARGE_GST,"3896 - Balaji S, Travel to   , dt -  , Essel Finance VKC Forex Limited Invoice No.  - EN05-1819-1429, dt - 17/07/2018",13A107AV,,,
SCRGEOFB,SC33TRIN/1005/19,24-Jul-18,S00238,22022-0004,"ITH,Inv#4718016014,Dtd:14.06.18,EC-12816  KRISHNASWAMY LAKSHMINARASIMAN PHILLIPINES VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1006/19,24-Jul-18,S00238,22022-0004,"ITH,Inv#4718016330,Dtd:15.06.18,EC-13068 Subbiah Muthu MALAYSIA VISA",HCM,,,
SCRGEOFB,SC33TRIN/1007/19,24-Jul-18,S00238,22022-0004,"ITH,Inv#4718016331,Dtd:15.06.18,EC-12848  Balachander Paramasivam MALAYSIA VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1008/19,24-Jul-18,S00238,22022-0004,"ITH, Inv#4718016334,Dtd:15.06.18, EC_12918  Prithiviraj Alagarsamy Chandran MALAYSIA VISA",HCM,,,
SCRGEOFB,SC33TRIN/1009/19,24-Jul-18,S00238,22022-0004,"ITH, Inv#4718016337,Dtd:15.06.18,EC_9550  LAKSHMINARAYAN  BHARATH SHARMA MALAYSIA VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1010/19,24-Jul-18,S00238,22022-0004,"ITH,Inv#4718015678,Dtd:13.06.18,EC-12064  guneet kaur PHILLIPINES VISA",PHC,,,
SCRGEOFB,SC33TRIN/1011/19,18-Jul-18,S00238,22022-0004,"ITH, Inv#4718017869,Dtd:23.06.18,EC-10760 ROHIT MATHUR SWISS VISA",HCM,,,
SCRGEOFB,SC33TRIN/1012/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718018292,Dtd:26.06.18,EC-12733 BHARATRAM SRIRAMAN PHILLIPINES VISA",EBS,,,
SCRGEOFB,SC33TRIN/1013/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718018583,Dtd:27.06.18,5128 EBS Sathish Kumar Thanjavur Dhanabalan PHILIPPINES VISA",EBS,,,
SCRGEOFB,SC33TRIN/1014/19,24-Jul-18,S00238,22022-0004,"ITH,Inv#4718018969,Dtd:29.06.18,EC-12488 EBS sarihyan chhavi nath MALAYSIA VISA",EBS,,,
SCRGEOFB,SC33TRIN/1015/19,18-Jul-18,S00238,22022-0004,"ITH, Inv#4718019340, Dtd:30.06.18.Ec-12916 PANDI BHAVANI SINGAPORE VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1016/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718019344,Dtd:30.06.18,EC-12495  PANDA PRATYUSH RANJAN SINGAPORE VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1017/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718017867,Dtd:23.06.18,EC-12466  BHUVAN SHARMA SINGAPORE VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1018/19,18-Jul-18,S00238,22022-0004,"ITH, Inv#4718018440,Dtd:27.06.18,EC-12795,manik sarkar Philippines visa",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1019/19,18-Jul-18,S00238,22022-0004,"ITH, Inv#4718018441,Dtd:27.06.18,EC-6018  jayakumar durai SOUTH AFRICAN VISA",EGV,,,
SCRGEOFB,SC33TRIN/1020/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718018442,Dtd:27.06.18,EC-12795  sanjay  garg Philippines visa",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1021/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718018874,Dtd:28.06.18,EC-10938  MALLIGA BALAR SOUTH AFRICAN VISA",EGV,,,
SCRGEOFB,SC33TRIN/1022/19,18-Jul-18,S00238,22022-0004,"ITH, Inv#4718019941,dTD:30.06.18,EC-12795  ROMITA SARKAR PHILIPPINES VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1023/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718019947,Dtd:30.06.18,EC_12795  MOUMITA SARKAR PHILLIPINES VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1024/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718019949,Dtd:30.06.18,EC-12057  PRAVEEN KUMAR PHILIPPINES VISA",PHC,,,
SCRGEOFB,SC33TRIN/1025/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718019950,Dtd:30.06.18,EC-12115  DEVESH CHAUDHARY SINGAPORE VISA",HCN,,,
SCRGEOFB,SC33TRIN/1026/19,25-Jul-18,S03615,LODG6_GST,"8927 - Sunil Shukla, Travel to   , dt - 21/06/2018 , RIVERTAIL TRAVEL AND TOURISM PRIVATE LIMITED Invoice No.  - 823, dt - 24/06/2018",17Z143ES,,,
SCRGEOFB,SC33TRIN/1027/19,25-Jul-18,S03615,LODG6_GST,"8927 - Sunil Shukla, Travel to   , dt - 23/06/2018 , RIVERTAIL TRAVEL AND TOURISM PRIVATE LIMITED Invoice No.  - 851, dt - 26/06/2018",17Z143ES,,,
SCRGEOFB,SC33TRIN/1028/19,25-Jul-18,S00167,LODG6_GST,"2321 - Sivasankar V, Travel to   , dt - 08/07/2018 , ECR SERVICED APARTMENTS Invoice No.  - 3235, dt - 10/07/2018",18P106ES,,,
SCRGEOFB,SC33TRIN/1030/19,26-Jul-18,S00192,FCM_DOM_TRV_FARE,"12892 - Miao Lin, Travel to  PVG-CMB-MAA-CMB-PVG , dt - 30/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0124884, dt - 28/06/2018",AVN,,,
SCRGEOFB,SC33TRIN/1030/19,26-Jul-18,S00192,FCM_DOM_TRV_FARE_GST,"12892 - Miao Lin, Travel to  PVG-CMB-MAA-CMB-PVG , dt - 30/06/2018 , FCM TRAVEL SOLUTIONS INDIA PVT LTD Invoice No.  - T0124884, dt - 28/06/2018",AVN,,,
SCRGEOFB,SC33TRIN/1031/19,30-Jul-18,S00369,COMM9_GST,"4684 - Balasubramanian K, Travel to   , dt - 07/04/2018 , Matrix Cellular International Services Ltd Invoice No.  - TMNX13319N478, dt - 20/04/2018",FIN,,,
SCRGEOFB,SC33TRIN/1032/19,30-Jul-18,S00369,COMM9_GST,"12017 - Vaitheeswaran R, Travel to   , dt - 14/04/2018 , Matrix Cellular International Services Ltd Invoice No.  - TUAE13319N902, dt - 30/04/2018",FIN,,,
SCRGEOFB,SC33TRIN/1033/19,30-Jul-18,S00369,COMM9_GST,"4684 - Balasubramanian K, Travel to   , dt - 15/04/2018 , Matrix Cellular International Services Ltd Invoice No.  - TUAE13319N889, dt - 30/04/2018",FIN,,,
SCRGEOFB,SC33TRIN/1034/19,30-Jul-18,S00369,COMM9_GST,"4684 - Balasubramanian K, Travel to   , dt - 29/04/2018 , Matrix Cellular International Services Ltd Invoice No.  - TMNX13319N1346, dt - 21/05/2018",FIN,,,
SCRGEOFB,SC33TRIN/1035/19,30-Jul-18,S00369,COMM9_GST,"12019 - Vaidya Ramalingam R, Travel to   , dt - 17/05/2018 , Matrix Cellular International Services Ltd Invoice No.  - TMNX13319N1900, dt - 11/06/2018",18U115AV,,,
SCRGEOFB,SC33TRIN/1036/19,18-Jul-18,S00238,22022-0004,"ITH,Inv#4718019940,Dtd:30.06.18,EC_12795  RACHNA SARKAR PHILLIPINES VISA",PLSAPCCOM,,,
SCRGEOFB,SC33TRIN/1037/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE,"9989 - Ravi R, Travel to  MAA-SHJ-MAA , dt - 15/04/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718002802, dt - 13/04/2018",AVN,,,
SCRGEOFB,SC33TRIN/1037/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"9989 - Ravi R, Travel to  MAA-SHJ-MAA , dt - 15/04/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718002802, dt - 13/04/2018",AVN,,,
SCRGEOFB,SC33TRIN/1038/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE,"10677 - Menaka Sinha, Travel to  BLR-SHJ-BLR , dt - 15/04/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718002812, dt - 13/04/2018",SLSAVN,,,
SCRGEOFB,SC33TRIN/1038/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"10677 - Menaka Sinha, Travel to  BLR-SHJ-BLR , dt - 15/04/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718002812, dt - 13/04/2018",SLSAVN,,,
SCRGEOFB,SC33TRIN/1039/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE,"12770 - Karthik Kumara Guru K S, Travel to  BLR-KUL-BLR , dt - 15/04/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718004244, dt - 20/04/2018",HCMRES,,,
SCRGEOFB,SC33TRIN/1039/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"12770 - Karthik Kumara Guru K S, Travel to  BLR-KUL-BLR , dt - 15/04/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 4718004244, dt - 20/04/2018",HCMRES,,,
SCRGEOFB,SC33TRIN/1040/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE,"3425 - Prince Sudersanam E, Travel to  MAA/KUL/MAA , dt - 15/05/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 418008167, dt - 15/05/2018",18l119es,,,
SCRGEOFB,SC33TRIN/1040/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE_GST,"3425 - Prince Sudersanam E, Travel to  MAA/KUL/MAA , dt - 15/05/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 418008167, dt - 15/05/2018",18l119es,,,
SCRGEOFB,SC33TRIN/1041/19,30-Jul-18,S00238,ITH_FOR_TRV_FARE,"3425 - Prince Sudersanam E, Travel to  KUL/JHB/KUL , dt - 16/05/2018 , INTERNATIONAL TRAVEL HOUSE LTD Invoice No.  - 418008229, dt - 15/05/2018",18l119es,,,
